DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
Dominican Republic,Santo Domingo Las Americas,Regular,Full Flavor,STD,KS,3,16,54.166666666667
Japan,Tokyo - Narita,Menthol,Full Flavor,SLI,100,1,60,3.333333000000
Japan,Osaka - Kansai,Regular,Lights,SSL,100,1,16,6.250000000000
Jordan,Amman,Regular,Full Flavor,STD,LONGER THAN KS,1,23,4.347826000000
Morocco,Agadir,NTD Caps,Full Flavor,STD,KS,2,28,11.165785000000
China,Hefei Xinqiao,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Saudi Arabia,Medina,Regular,Lights,STD,KS,2,16,20.324074000000
Spain DP,Granada,Regular,Full Flavor,STD,KS,2,3,66.666666666667
South Korea,Daegu,Regular,Full Flavor,STD,KS,4,56,64.461580000000
Georgia,Kutaisi,Regular,Lights,SSL,100,1,5,20.000000000000
Morocco,Al Hoceima,Regular,Full Flavor,SSL,KS,1,16,6.250000000000
South Korea,Seoul,Regular,Full Flavor,SSL,100,2,56,14.560439500000
China,Shenyang Taoxian,Regular,Full Flavor,STD,100,1,20,5.000000000000
Great Britain,Glasgow Prestwick,Regular,Full Flavor,STD,100,1,7,14.285714000000
Kenya,Jomo Kenyatta,Regular,Full Flavor,STD,KS,2,16,66.041666750000
China,Hangzhou Xiaoshan,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Yancheng Nanyang,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Morocco,Marrakech,Menthol,Full Flavor,SSL,100,1,26,15.384615000000
Switzerland,Basel,Menthol Caps,Full Flavor,SSL,100,1,21,4.761905000000
France,Paris Charles De Gaulle,Menthol,Full Flavor,STD,100,1,11,9.090909000000
Tanzania,Kilimanjaro,Regular,Full Flavor,SSL,100,2,13,20.192307500000
Russia,Makhachkala,Regular,Full Flavor,STD,100,1,6,16.666667000000
China,Sanya Fenghuang,Regular,Full Flavor,STD,100,1,20,5.000000000000
Kosovo,PRISTINA,Regular,Lights,STD,KS,2,11,18.831169000000
France,Bordeaux,Regular,Lights,STD,KS,2,7,24.285714500000
Greece,Zakynthos,Regular,Full Flavor,STD,100,1,10,10.000000000000
Spain,Mahon Airport,Regular,Full Flavor,STD,KS,3,16,68.154762000000
Malaysia,Johor Bahru,Regular,Full Flavor,STD,KS,2,7,54.761905000000
Germany,Munich,Regular,Full Flavor,STD,KS,4,9,76.785714250000
South Korea,Cheongju,NTD Caps,Full Flavor,STD,KS,3,55,23.619528666667
Indonesia,Soekarno Hatta,Regular,Lights,SSL,100,1,2,50.000000000000
Turkey,Antalya Airport,NTD Caps,Full Flavor,STD,KS,2,31,7.352325000000
Mexico,Ixtapa Zihuatanejo,NTD Caps,Full Flavor,STD,KS,2,12,19.642857000000
Morocco,Oujda,Menthol,Full Flavor,STD,KS,2,21,7.142857500000
China,Taiyuan Wusu,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Xian Xianyang,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Brazil,Natal,NTD Caps,Full Flavor,STD,KS,2,12,26.666666500000
Spain DP,Gerona,Regular,Lights,STD,KS,2,17,18.417965333333
China,Changchun Longjia,Regular,Lights,STD,KS,1,20,10.000000000000
Cambodia,Phnom Penh,Menthol Caps,Full Flavor,STD,KS,2,14,10.989011000000
Belgium,Charleroi,Regular,Full Flavor,SSL,100,1,6,33.333333000000
China,Changsha Huanghua,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Guatemala,Guatemala City,Regular,Full Flavor,SSL,100,1,13,7.692308000000
Tanzania,Dar Es Salaam,Regular,Lights,STD,KS,2,17,27.254902000000
China,Ningbo Lishe,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
France,Marseille,Regular,Full Flavor,SSL,100,1,6,33.333333000000
France DP,Tarbes - Lourdes,Regular,Full Flavor,STD,KS,1,4,50.000000000000
Guatemala,Guatemala City,NTD Caps,Full Flavor,STD,KS,2,13,16.025641000000
Spain DP,Malaga,Regular,Ultralights,STD,KS,1,9,11.111111000000
France DP,Grenoble,Regular,Full Flavor,STD,KS,2,5,55.000000000000
Grenada,St. George's Point Saline,Regular,Full Flavor,STD,KS,3,11,53.535353666667
Greece,Mykonos,Regular,Full Flavor,STD,KS,4,10,64.166666750000
Italy,Rome Fiumicino,Regular,Full Flavor,SLI,100,1,9,11.111111000000
Russia,Moscow - Domodedovo,Regular,Full Flavor,STD,KS,2,11,72.727272500000
China,Qingdao Liuting,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Jamaica,Montego Bay,Menthol,Full Flavor,STD,KS,1,29,5.057471500000
Turkey,Bodrum Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,26,7.692308000000
Switzerland,Basel,Regular,Full Flavor,SSL,100,2,21,11.688311500000
Ecuador,Guayaquil,NTD Caps,Full Flavor,STD,KS,1,9,22.222222000000
Turkey,Kayseri Airport,Menthol,Full Flavor,SSL,100,1,21,12.380952500000
France,Lyon Saint Exupery,Regular,Full Flavor,STD,100,1,8,12.500000000000
Russia,Moscow - Vnukovo,Regular,Full Flavor,STD,KS,3,12,83.333333333333
Morocco,Casablanca,Regular,Full Flavor,SSL,KS,1,29,3.448276000000
Spain DP,Alicante,Regular,Full Flavor,SSL,100,2,8,26.250000000000
Greece,Santorini,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Jordan,Amman,Regular,Full Flavor,SSL,KS,1,23,4.347826000000
French Guyana,Cayenne,Regular,Full Flavor,SSL,100,1,7,28.571429000000
Poland,Lodz,Regular,Lights,STD,KS,1,5,40.000000000000
Mauritania,Nouakchott,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
Turkey,Izmir Airport,Regular,Full Flavor,STD,100,1,37,9.226468000000
Kuwait,Kuwait,Regular,Full Flavor,STD,LONGER THAN KS,1,22,4.545455000000
South Korea,Muan,Regular,Full Flavor,STD,KS,3,43,67.751938000000
Vietnam,Ho Chi Minh,Regular,Full Flavor,STD,KS,3,7,100.000000000000
Austria,Vienna,Regular,Lights,STD,100,1,7,14.285714000000
South Korea,Seoul,Menthol Caps,Full Flavor,SSL,100,1,56,1.785714000000
South Africa,Johannesburg,Regular,Full Flavor,SSL,100,1,8,12.500000000000
Italy,Torino,Regular,Full Flavor,SSL,100,1,1,100.000000000000
Jordan,Amman,NTD Caps,Full Flavor,SSL,100,1,30,3.333333000000
Dominican Republic,La Romana,Regular,Full Flavor,STD,KS,2,9,58.518518666667
Saudi Arabia,Jeddah,Regular,Lights,STD,KS,2,14,21.216931000000
Mexico,Guadalajara,NTD Caps,Full Flavor,STD,KS,2,13,15.384615500000
Morocco,Tangier,Regular,Full Flavor,STD,KS,3,27,51.265700666667
Spain DP,Mahon Airport,Regular,Ultralights,STD,KS,1,8,12.500000000000
Great Britain,Manchester,Regular,Full Flavor,STD,100,1,11,9.090909000000
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,STD,KS,2,10,45.000000000000
Spain DP,Alicante,Regular,Ultralights,STD,KS,1,8,12.500000000000
China,Changchun Longjia,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Mudanjiang Hailang,Regular,Lights,STD,KS,1,18,5.555556000000
Spain DP,Murcia,Regular,Full Flavor,STD,KS,2,9,65.079365000000
Bulgaria,Varna,Menthol,Full Flavor,SSL,100,1,7,14.285714000000
Great Britain,Bournemouth,Regular,Lights,STD,100,1,9,11.111111000000
Albania,Tirana,Regular,Full Flavor,STD,KS,4,32,47.025767750000
Nigeria,Abuja,Regular,Full Flavor,SSL,100,1,11,18.181818000000
Tunisia,Monastir,Regular,Lights,STD,100,1,19,5.756579000000
Nigeria,Lagos,Regular,Full Flavor,SSL,100,1,14,21.428571000000
China,Sanya Fenghuang,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Italy,Verona,Regular,Lights,STD,KS,2,7,64.285714500000
Kosovo,PRISTINA,Regular,Lights,SSL,100,1,11,9.090909000000
Russia,Min Vody,Regular,Lights,STD,KS,1,9,22.222222000000
Taiwan,Taichung,Regular,Full Flavor,SSL,KS,1,1,100.000000000000
Morocco,Al Hoceima,Regular,Lights,STD,KS,1,16,6.686508000000
Great Britain,London Heathrow,Menthol,Full Flavor,STD,KS,1,13,8.012820500000
Canary Islands,Gran Canaria,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Czech Republic,Ostrava,Regular,Lights,STD,KS,1,4,50.000000000000
Greece,Santorini,Regular,Lights,STD,100,1,10,10.000000000000
Morocco,Rabat,Regular,Lights,STD,KS,2,25,6.893719666667
Spain DP,Reus,Regular,Lights,STD,KS,2,11,17.792207666667
Saudi Arabia,RIYADH,Regular,Lights,STD,KS,2,16,19.212963000000
Norway,Trondheim,Regular,Lights,STD,KS,1,2,50.000000000000
China,Wuhan Tianhe,Regular,Full Flavor,STD,100,1,20,5.000000000000
Spain DP,Ibiza,Regular,Full Flavor,STD,KS,2,17,65.196078333333
Saudi Arabia,DAMMAM,NTD Caps,Full Flavor,STD,100,1,9,11.111111000000
Portugal,Madeira,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
South Africa,Johannesburg,Regular,Lights,STD,KS,1,6,16.666667000000
Malaysia,Kuala Lumpur,Regular,Full Flavor,STD,KS,3,12,75.416666750000
Tunisia,Enfidha,Regular,Full Flavor,SSL,KS,1,20,5.000000000000
Mexico,Mexico City,Menthol,Full Flavor,STD,100,1,13,7.692308000000
Jamaica,Montego Bay,Menthol Caps,Full Flavor,STD,KS,1,17,5.882353000000
Morocco,Al Hoceima,Regular,Full Flavor,SSL,100,2,16,9.791666500000
Turkey,Antalya Gazipasa Airport,Regular,Lights,STD,KS,2,14,10.989011000000
Sri Lanka,Colombo,Menthol,Full Flavor,STD,100,1,4,25.000000000000
Great Britain,Leeds Bradford,Menthol,Full Flavor,STD,KS,1,10,10.000000000000
France DP,Nice,Regular,Full Flavor,STD,100,1,6,16.666667000000
Turkey,Antalya Airport,Regular,Lights,SSL,100,1,9,11.111111000000
China,Wuxi Shuofang,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Uzbekistan,Tashkent,Regular,Full Flavor,STD,KS,1,2,50.000000000000
Taiwan,Kaohsiung,Regular,Full Flavor,SSL,100,1,7,14.285714000000
Mexico,Cozumel,Menthol,Full Flavor,SSL,100,1,13,8.391608500000
South Africa,Cape Town,Regular,Lights,STD,KS,1,6,16.666667000000
Trinidad and Tobago,Piarco,Regular,Full Flavor,STD,KS,1,5,80.000000000000
France DP,Nantes,Regular,Lights,STD,KS,2,11,17.424242500000
Turkey,Izmir Airport,Regular,Full Flavor,SLI,KS,1,1,100.000000000000
Italy,Milan - Linate,Regular,Full Flavor,SLI,100,1,2,50.000000000000
Spain DP,Almeria,Regular,Lights,STD,100,1,15,6.666667000000
China,Yanji Zhaoyangchuan,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Spain DP,Mahon Airport,Regular,Lights,STD,100,1,16,6.250000000000
Kosovo,PRISTINA,Regular,Full Flavor,SLI,KS,1,11,9.090909000000
Spain,Asturias,Regular,Ultralights,STD,KS,1,4,25.000000000000
Greece,Chania,NTD Caps,Full Flavor,STD,KS,1,12,8.333333000000
Kyrgyzstan,Manas,Regular,Lights,STD,100,1,10,10.000000000000
South Korea,Seoul,Menthol Caps,Full Flavor,STD,KS,1,56,3.670635000000
Greece,Ioannina,Regular,Lights,STD,KS,1,2,50.000000000000
India,Bangalore,Menthol,Full Flavor,STD,KS,1,5,20.000000000000
Bulgaria,Sofia,Regular,Full Flavor,STD,100,1,10,20.000000000000
United Arab Emirates,Dubai,NTD Caps,Full Flavor,STD,100,1,17,11.274510000000
Kazakhstan,Astana,Regular,Lights,STD,KS,1,6,33.333333000000
Morocco,Fes,Regular,Ultralights,STD,KS,1,24,4.166667000000
Japan,Tokyo - Narita,Regular,Full Flavor,SSL,100,1,28,7.142857000000
Turkey,Cukurova Airport,Menthol Caps,Full Flavor,STD,KS,1,16,6.250000000000
Portugal,Faro Airport,Regular,Full Flavor,STD,100,1,5,20.000000000000
South Korea,Busan - Kimhae,Menthol Caps,Full Flavor,SSL,100,1,56,1.785714000000
Portugal,Porto,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Indonesia,Soekarno Hatta,NTD Caps,Full Flavor,STD,KS,1,5,20.000000000000
Brazil,Rio de Janeiro,Regular,Full Flavor,SSL,100,2,19,8.881579000000
Morocco,Agadir,Menthol Caps,Full Flavor,STD,KS,1,28,3.637566500000
Belgium,Brussels,Regular,Full Flavor,SSL,100,1,6,33.333333000000
South Africa,Durban,Regular,Full Flavor,SSL,100,1,9,11.111111000000
China,Shanghai Pudong,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Ecuador,Quito,Regular,Full Flavor,SSL,100,1,12,11.309523500000
Italy,Bari,Regular,Lights,STD,KS,1,2,50.000000000000
Bahrain,Manama,Menthol,Full Flavor,SSL,100,1,22,4.545455000000
Italy,Milan - Malpensa,Regular,Full Flavor,SLI,100,1,11,29.545454500000
Morocco,Casablanca,Regular,Full Flavor,SLI,100,1,27,3.703704000000
Turkey,Adana Airport,Menthol,Full Flavor,SSL,100,1,17,5.882353000000
Mauritania,Nouakchott,Regular,Ultralights,STD,KS,1,11,9.090909000000
France DP,Paris Charles De Gaulle,Menthol,Full Flavor,SSL,100,1,12,8.333333000000
Russia,Makhachkala,Regular,Lights,STD,KS,1,6,16.666667000000
Tunisia,Tunis,Menthol Caps,Full Flavor,SSL,100,1,36,2.777778000000
China,Shanghai Pudong,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Japan,Okayama,Menthol Caps,Full Flavor,SSL,100,1,16,12.500000000000
China,Dalian Zhoushuizi,Regular,Full Flavor,STD,KS,4,20,84.000000000000
South Korea,Jeju,Menthol Caps,Full Flavor,STD,KS,1,56,3.834033500000
Turkey,Kayseri Airport,Regular,Lights,STD,KS,2,21,16.587301666667
Morocco,Marrakech,Regular,Full Flavor,STD,KS,4,28,62.723850000000
United Arab Emirates,Dubai,Menthol,Full Flavor,STD,KS,2,20,8.997821333333
Spain DP,Murcia,Regular,Lights,STD,KS,2,9,41.666666500000
France DP,Paris Orly,Regular,Full Flavor,STD,100,1,8,12.500000000000
Malaysia,Kuala Lumpur,Menthol Caps,Full Flavor,STD,KS,1,12,16.666667000000
Canary Islands,Lanzarote,Regular,Full Flavor,STD,KS,4,16,62.812500000000
Saudi Arabia,RIYADH,Regular,Full Flavor,SSL,KS,1,12,8.333333000000
Great Britain,Jersey,Regular,Full Flavor,STD,100,1,2,50.000000000000
China,Changsha Huanghua,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
China,Wuhan Tianhe,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Izmir Airport,Regular,Full Flavor,SSL,KS,1,27,3.703704000000
Cape Verde,Rabil,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
Morocco,Ouarzazate,NTD Caps,Full Flavor,STD,KS,2,15,10.000000000000
Norway,Oslo,Regular,Full Flavor,STD,KS,4,11,84.848485000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,STD,KS,3,17,56.604180000000
Macau,Macau,Regular,Full Flavor,STD,KS,4,10,73.000000000000
Gambia,Banjul,Regular,Full Flavor,STD,KS,3,9,51.851852000000
France,Beauvais,Regular,Full Flavor,STD,KS,3,5,71.111111000000
China,Nanchang Changbei,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Great Britain,Humberside,Regular,Full Flavor,STD,KS,3,10,57.777777666667
Saudi Arabia,DAMMAM,Regular,Full Flavor,STD,KS,4,16,54.166666750000
China,Yinchuan Hedong,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Kenya,Jomo Kenyatta,Regular,Lights,STD,KS,2,16,12.453703666667
China,Jinan Xiaoqiang,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Great Britain,Norwich,Regular,Full Flavor,STD,KS,3,8,51.785714333333
Germany,Stuttgart,Regular,Full Flavor,STD,KS,3,7,95.238095333333
Sri Lanka,Colombo,Regular,Full Flavor,STD,KS,5,13,78.111888200000
China,Taiyuan Wusu,Regular,Lights,STD,KS,1,20,10.000000000000
Russia,Moscow - Sheremetyevo,Menthol,Full Flavor,SSL,100,1,15,20.000000000000
Great Britain,Cardiff,Regular,Full Flavor,STD,KS,3,10,52.222222333333
Mexico,Los Cabos,Regular,Full Flavor,SSL,100,2,20,8.382353000000
Kosovo,PRISTINA,Regular,Full Flavor,SSL,100,2,21,9.307359500000
China,Shanghai Hongqiao,Regular,Lights,STD,KS,1,20,10.000000000000
Cape Verde,Praia,NTD Caps,Full Flavor,STD,KS,1,9,22.222222000000
China,Wenzhou Longwan,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Sanya Fenghuang,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Turkey,Antalya Airport,Menthol Caps,Full Flavor,STD,KS,1,22,4.545455000000
Spain,Sevilla,Regular,Lights,STD,KS,2,16,20.763888750000
Georgia,Batumi,Regular,Lights,SSL,100,1,5,20.000000000000
Switzerland,Zurich,Regular,Ultralights,STD,KS,1,24,4.166667000000
Hong Kong,Hong Kong,Regular,Full Flavor,STD,LONGER THAN KS,1,6,16.666667000000
Albania,Tirana,Regular,Full Flavor,SSL,100,3,32,21.546052666667
Great Britain,Glasgow Prestwick,Regular,Lights,STD,100,1,7,14.285714000000
Great Britain,Birmingham,Regular,Full Flavor,STD,100,1,12,16.666667000000
Turkey,Antalya Airport,Regular,Full Flavor,STD,100,2,31,21.742773500000
China,Urumchi Diwobao,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Morocco,Essaouira,Regular,Full Flavor,SSL,KS,1,16,6.250000000000
Tunisia,Enfidha,Regular,Full Flavor,STD,100,2,20,11.590909000000
Spain DP,Santiago De Compostela,Regular,Full Flavor,SSL,100,1,7,14.285714000000
Brazil,Florianopolis,Regular,Full Flavor,SSL,100,2,14,11.688311500000
South Korea,Busan - Kimhae,Menthol,Full Flavor,STD,KS,2,56,7.559523500000
Poland,Szczecin,Regular,Lights,STD,100,1,6,16.666667000000
Poland,Szczecin,Regular,Full Flavor,STD,KS,2,6,83.333333333333
China,Nanning Wuxu,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Greece,Mykonos,Regular,Full Flavor,SSL,100,1,5,60.000000000000
Greece,Kos,Regular,Full Flavor,STD,KS,3,9,65.972222250000
Ireland,Cork,Regular,Lights,STD,KS,2,5,46.666666500000
Ivory Coast,Abidjan,Regular,Lights,STD,KS,1,15,9.259259333333
Mexico,Cancun,Menthol,Full Flavor,STD,KS,2,24,9.226190500000
China,Taiyuan Wusu,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Kuwait,Kuwait,Regular,Full Flavor,SSL,KS,1,22,4.545455000000
Spain,Bilbao,Regular,Full Flavor,STD,KS,3,9,66.203703666667
Spain DP,Ibiza,Regular,Lights,STD,100,1,17,5.882353000000
Spain DP,Ibiza,Regular,Lights,STD,KS,3,17,14.215686333333
Dominican Republic,Samana El Catey,Regular,Full Flavor,STD,KS,1,10,50.000000000000
Indonesia,Ngurah Rai,Menthol,Full Flavor,STD,100,1,11,9.090909000000
Spain,Asturias,Regular,Lights,STD,KS,1,4,25.000000000000
Taiwan,Taipei - Taoyuan,Regular,Full Flavor,SSL,KS,1,1,100.000000000000
Spain,Valencia,Regular,Full Flavor,STD,KS,4,19,53.976608250000
Germany,Berlin Brandenburg,Regular,Full Flavor,STD,KS,3,8,72.916666750000
Canary Islands,Fuerteventura,Regular,Full Flavor,SSL,100,1,6,33.333333000000
France DP,Nice,Regular,Full Flavor,SSL,100,1,6,33.333333000000
China,Wenzhou Longwan,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Turkey,Denizli Cardak Airport,Regular,Full Flavor,STD,100,2,7,22.619048000000
Morocco,Essaouira,Menthol,Full Flavor,STD,KS,1,16,12.500000000000
Italy,Venice,Regular,Full Flavor,SSL,100,1,3,33.333333000000
France DP,Grenoble,Menthol,Full Flavor,SSL,100,1,5,20.000000000000
Brazil,Recife,Menthol,Full Flavor,STD,KS,1,13,7.692308000000
France,Lyon Saint Exupery,Regular,Lights,STD,KS,2,11,28.282828333333
Panama,Panama Tocumen,NTD Caps,Full Flavor,STD,KS,2,13,14.835164500000
Greece,Aktio,Regular,Full Flavor,SSL,100,2,9,22.222222000000
Taiwan,Taipei - Taoyuan,Menthol,Full Flavor,SSL,100,1,8,42.261904666667
Austria,Vienna,Regular,Full Flavor,STD,KS,3,7,59.523809500000
Bahrain,Manama,Regular,Lights,SSL,100,1,20,27.500000000000
Tunisia,Jerba,Regular,Full Flavor,STD,100,2,34,7.352941000000
Turkey,Samsun Airport,Regular,Full Flavor,STD,LONGER THAN KS,1,21,9.523810000000
Morocco,Agadir,NTD Caps,Full Flavor,SSL,100,1,25,27.000000000000
Turkey,Izmir Airport,Menthol,Full Flavor,STD,100,1,29,3.575990000000
China,Wenzhou Longwan,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
China,Sanya Fenghuang,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Panama,Panama Tocumen,Menthol,Full Flavor,STD,KS,1,13,15.384615000000
Spain,Alicante,Regular,Ultralights,STD,KS,1,8,12.500000000000
Spain DP,Bilbao,Regular,Ultralights,STD,KS,1,7,14.285714000000
Reunion,Roland Garros,Regular,Full Flavor,SSL,100,1,6,33.333333000000
China,Yantai Penglai,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Morocco,Tangier,Regular,Full Flavor,SSL,KS,1,27,3.703704000000
Portugal,Faro Airport,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Japan,Tokyo - Narita,Regular,Full Flavor,STD,KS,2,60,55.476190500000
China,Xuzhou Guanyin,Regular,Full Flavor,STD,KS,4,20,84.470588200000
Hong Kong,Hong Kong,Menthol,Full Flavor,SSL,100,1,14,28.571428500000
Dominican Republic,Puerto Plata,Menthol,Full Flavor,SSL,100,1,17,5.882353000000
China,Hohhot Baita,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Bulgaria,Varna,Regular,Lights,STD,KS,2,9,41.269841200000
China,Shanghai Pudong,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Turkey,Kutahya Airport,Regular,Full Flavor,SSL,100,2,7,34.523809666667
France,Grenoble,Regular,Lights,STD,100,1,3,33.333333000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,SSL,100,2,12,19.444444333333
Germany,Bremen,Regular,Lights,STD,KS,2,5,35.000000000000
Morocco,Marrakech,Regular,Full Flavor,SLI,KS,1,28,3.571429000000
Russia,Moscow - Domodedovo,Menthol,Full Flavor,STD,100,1,11,18.181818000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Greece,Mitilini,Regular,Lights,STD,KS,1,6,18.333333500000
Canary Islands,La Palma,Regular,Lights,STD,KS,2,16,15.000000000000
Dominican Republic,Santo Domingo Las Americas,Menthol,Full Flavor,SSL,100,1,16,11.458333500000
United Arab Emirates,Abu Dhabi,Menthol Caps,Full Flavor,STD,KS,1,18,6.623932000000
Brazil,Sao Paulo - Guarulhos,Menthol,Full Flavor,STD,KS,1,17,5.882353000000
Indonesia,Ngurah Rai,Menthol,Full Flavor,STD,KS,1,24,4.166667000000
Spain DP,Sevilla,Regular,Lights,STD,KS,2,16,20.763888750000
China,Shanghai Hongqiao,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
United Arab Emirates,Dubai,Regular,Full Flavor,SLI,100,1,26,3.846154000000
Tunisia,Enfidha,Regular,Lights,STD,100,1,11,9.090909000000
Germany,Duesseldorf,Regular,Full Flavor,SSL,100,1,8,12.500000000000
Italy,Palermo,Regular,Full Flavor,SLI,100,1,8,12.500000000000
Macedonia,Skopje,Regular,Full Flavor,STD,KS,4,16,44.270833250000
Poland,Gdansk,Regular,Full Flavor,STD,100,1,9,11.111111000000
Norway,Stavanger,Regular,Full Flavor,SSL,KS,1,11,9.090909000000
China,Xiamen Gaoqi,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Qingdao Liuting,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Portugal,Porto,Regular,Full Flavor,STD,KS,2,9,53.333333500000
China,Shanghai Pudong,Regular,Full Flavor,STD,100,1,20,5.000000000000
Dominican Republic,La Romana,Menthol,Full Flavor,STD,KS,1,5,20.000000000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Caribbean Other,Basseterre (Saint Kitts),Menthol,Full Flavor,STD,100,1,6,16.666667000000
Greece,Skiathos,Regular,Full Flavor,STD,KS,3,6,66.666666500000
Cambodia,Phnom Penh,Menthol,Full Flavor,STD,100,1,13,7.692308000000
Colombia,Bogota,Menthol,Full Flavor,STD,KS,1,20,10.000000000000
Brazil,Salvador,Regular,Full Flavor,STD,KS,2,11,59.090909500000
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,SSL,KS,1,10,10.000000000000
Nigeria,Lagos,Regular,Lights,STD,KS,1,14,11.904761666667
Morocco,Fes,Menthol Caps,Full Flavor,STD,KS,1,21,4.761905000000
Guadalupe,Pointe-a-Pitre,Menthol,Full Flavor,SSL,KS,1,1,100.000000000000
Spain DP,Mahon Airport,Regular,Full Flavor,SSL,100,1,8,25.000000000000
China,Yinchuan Hedong,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Georgia,Tbilisi,Regular,Lights,STD,100,1,8,12.500000000000
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,SSL,100,1,10,10.000000000000
China,Changchun Longjia,Regular,Full Flavor,STD,100,1,20,5.000000000000
