DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
Greece,Heraklion Airport,125450,0,743.53616167,59716.713899342,0,614.24816167,48464.630899342
Egypt,Aswan,138026,0,783.237,15653.22,0,488.445,12506.416
Saudi Arabia,Medina,125680,0,9108.522765731,1162269.79199831,0,7603.642765731,1017897.98599831
Aruba,Oranjestad,139306,0,0,25605.311,0,0,21434.814
Dominican Republic,Santiago Cibao,104357,137289.378,221329.804,0,124585.36,174669.51,0
Italy,Bologna,123372,0,0,23100.398316946,0,0,18487.894316946
Spain DP,Granada,121053,2222.394858851,76.428589942,0,1917.930858851,48.216589942,0
Norway,Bergen,141155,0,2387.19335007,101363.886772567,0,1661.16335007,92075.703772567
Senegal,Leopold Sedar Senghar,125840,0,3450.087927972,486514.518614534,0,2668.026927972,381273.199614534
Hong Kong,Hong Kong,125546,0,0,5616569.982,0,0,4142456.179
Gambia,Banjul,100863,4844.068845753,29931.879025184,49988.031284707,3883.698845753,23459.904025184,39321.319284707
Denmark,Faroe Islands,124783,0,4059.644370144,60425.304642488,0,3539.872370144,55111.114642488
Greece,Mykonos,120925,2357.793191096,1509.582998195,109.217756154,1998.738191096,1086.041998195,78.898756154
India,Mangalore,125594,0,0,29991.112,0,0,26200.127
Mali,Bamako,98238,1946.88,3496.199,0,1612.84,2787.868,0
Russia,Sochi,122010,0,5.092186044,0,0,0.9421860435,0
Morocco,Marrakech,137314,0,206457.554047649,0,0,171283.630047649,0
China,Jinan Xiaoqiang,105689,0,1502.64,6914.208,0,1014.9,4651.324
Cape Verde,Espargos,100605,0,-11708.805,0,0,-27918.996,0
Ecuador,Quito,122896,13574,55261.934,197780.546,11660.22,46772.823,169567.453
China,Shenyang Taoxian,144489,0,0,35543.603,0,0,27101.535
Kuwait,Kuwait,94122,48352.163467582,126765.888,0,39447.352467582,96853.493,0
Spain DP,A Coruna,123084,0,0,0,0,0,0
Curazao,Curacao,99921,16330.54,17024.461,103156.858,14851.708,15314.045,92209.417
Greece,Zakynthos,120915,7894.375756148,5061.489136872,116.691829781,7196.715756148,4055.448136872,96.997829781
Great Britain,East Midlands,125044,22844.594629144,30591.641691752,52481.807203715,21628.474629144,27002.734691752,46288.495203715
Qatar,Doha,95277,239272.949,139830.5,0,208266.959,121445.516,0
Morocco,Agadir,107418,49637.951499486,40365.206471735,0,38663.291499486,30413.536471735,0
Tunisia,Jerba,122890,12871.831110555,10964.61294764,17635.396857412,10620.045110555,9242.53494764,14795.170857412
Poland,Szczecin,120910,51543.699857544,0,0,45556.688857544,0,0
Brazil,Florianopolis,104357,791.829,1392.361,0,682.223,992.778,0
India,Cochin,98258,42826.203136628,89828.653,0,40566.308136628,78153.191,0
Iraq,Baghdad,141704,0,0,409.596,0,0,346.08
Turkey,Antalya Gazipasa Airport,70908,696.576485754,1943.59631441,0,599.968485754,1669.25231441,0
Russia,Sochi,122527,0,978.283050637,156.026589038,0,571.565050637,96.137589038
Greece,Chania,121241,0,0,0,0,0,0
Turkey,Antalya Airport,91499,47971.832498227,53499.703661845,0,46063.887498227,44970.743661845,0
India,Lucknow,138525,0,-5.549,0,0,-27.897,0
Greece,Kavala,120908,671.872644314,1523.65395415,36.370295545,612.719644314,1262.89995415,30.462295545
Mozambique,Beira,125837,0,1764.568,77751.193,0,855.264,60993.71
Turkey,Trabzon Airport,124801,0,0,232.706673852,0,0,183.340673852
Iraq,Baghdad,125596,0,6792.182,1916482.381,0,4790.813,1623369.119
Colombia,Cali,102979,5033.28,0,0,4288.646,0,0
Turkey,Ankara Airport,100978,0,4065.498465498,0,0,3424.365465498,0
China,Hangzhou Xiaoshan,105462,0,54.721,0,0,41.787,0
Lebanon,Beirut - Rafik Hariri,142099,0,0,235411.464,0,0,191887.128
Ukraine,Kyiv,122628,8092.31081037,0,0,5386.52081037,0,0
Turkey,Samsun Airport,125311,0,445.481070793,515.760855732,0,370.082070793,426.113855732
Israel,Ramon,123357,1969.48,11076.533,143.627,1756.142,9723.74,127.235
Bahrain,Manama,113960,0,0,1104007.652,0,0,975140.748
Brazil,Porto Alegre,125087,0,245.297,1188.638,0,190.08,912.9
Australia,Coolangatta,68652,0,0,0,0,0,0
Germany,Dortmund,122367,2248.86197379,365.514792417,0,1956.57397379,313.924792417,0
China,Nanning Wuxu,122803,0,0,0,0,0,0
India,Chattrapati Shivaji,139345,0,0,335445.634,0,0,286823.48
Caribbean Other,Kralendijk (Bonaire),125347,0,0,0,0,0,0
Turkey,Konya Airport,122202,0,52.135028612,665.793384018,0,39.642028612,509.194384018
Italy,Pisa,121869,7563.233964389,0,0,6994.318964389,0,0
Australia,Sydney,103549,424.532408241,2817.02144,0,381.884408241,2497.52744,0
China,Beijing,105462,0,-108.399,0,0,-210.751,0
Bahrain,Manama,141730,0,0,5244.131,0,0,4731.515
China,Changchun Longjia,122864,0,0.529,0,0,0.366,0
Kenya,Nairobi,123639,0,85.32,0,0,65.074,0
China,Fuzhou Changle,121384,0,0,0,0,0,0
Ukraine,Kyiv,98179,12530.625417265,0,0,10680.347417265,0,0
China,Yantai Penglai,119258,0,1.207,0,0,1.069,0
Dominican Republic,Samana El Catey,114700,0,735.237,0,0,492.535,0
Turkey,Denizli Cardak Airport,123834,0,0.3349134508,2.927451584,0,0.2759134508,2.339451584
Jordan,Marka,113604,101.423,0,0,94.464,0,0
China,Fuzhou Changle,121396,0,0,0,0,0,0
Great Britain,Leeds Bradford,125413,0,56.249188951,0,0,49.633188951,0
Angola,Luanda,123645,0,1176,0,0,837.24,0
China,Hangzhou Xiaoshan,105619,26.25,0,0,17.798,0,0
Netherlands,Eindhoven,125039,0,996.874492422,0,0,897.593492422,0
China,Fuzhou Changle,105693,0,0,0,0,-0.03,0
Japan,Tokyo - Narita,114728,105356.103103455,797110.885568033,1720893.2335952,93615.927103455,693951.871568033,1470444.5715952
Dominican Republic,Punta Cana - Higuey,113618,80487.366,396796.524,601557.939,70323.456,342655.022,516644.028
Aruba,Oranjestad,125074,0,22573.966,269997.583,0,18411.949,222477.311
Maldives,Male,123514,3927.5,52925.944,303296.381,3492.832,46464.954,265769.831
Japan,Osaka - Kansai,114728,14536.505693395,177390.80008041,810636.912881133,12260.839693395,146037.35008041,647515.990881133
Belgium,Brussels,121879,450123.900761126,1250098.34279154,3989729.46611474,400805.437761126,1106817.02179154,3555227.27411474
Cape Verde,Espargos,139305,0,21599.425,796742.804,0,14824.396,625917
Caribbean Other,Antigua,104357,0,1668.636,0,0,1291.5,0
Sri Lanka,Colombo,125839,0,0,942365.856,0,0,794947.936
Vietnam,Hanoi,122703,39359.8,714467.725,1550229.283,34272.622,588889.707,1278291.242
Turkey,Samsun Airport,59148,703.029062109,1633.284317411,1904.883840038,591.649062109,1378.877317411,1565.293840038
India,Netaji Subhash Chandra Bose Int. Airport,113634,3104.15,16804.279,46627.048,2746.97,14704.403,40718.73
Switzerland,Basel,124707,93825.686332623,304622.525380995,1125929.40600901,84237.648332623,260675.689380995,968767.645009014
Turkey,Samsun Airport,109801,7986.61107562,16076.025467381,0,6841.82107562,14069.558467381,0
Morocco,Nador,142119,0,1213.943295173,123722.687375386,0,700.775295173,99486.739375386
Mexico,Puerto Vallarta,114396,23891.198,197410.203,13010.009,21819.097,158950.098,10498.074
Kazakhstan,Almaty,98183,0,46.308664714,10066.765201308,0,38.589664714,8154.058201308
Japan,Tokyo - Haneda,114604,57568.127414072,516469.710810404,1220276.2495121,51541.459414072,454450.310810404,1058275.5095121
Mexico,Puerto Vallarta,142119,0,13499.054,628713.386,0,11222.678,516761.485
United Arab Emirates,Abu Dhabi,123039,50379.91,280823.585738826,408140.046233418,45574.578,248786.203738826,362958.563233418
Lebanon,Beirut - Rafik Hariri,148390,0,0,681203.549,0,0,509950.14
Japan,Tokyo - Narita,98645,22694.670380244,0,0,20432.936380244,0,0
Morocco,Agadir,139322,0,98714.728099352,348970.228819225,0,76442.141099352,271315.632819225
Spain DP,Malaga,123307,41452.149800458,206760.087627992,715587.607533422,35316.399800458,143217.897627992,526701.551533422
South Korea,Incheon,122728,130416.654,322614.375,3826.683,111080.52,267244.542,2896.685
Italy,Venice,123373,17901.211204524,50707.84452464,173412.552758774,14825.572204524,41895.00652464,145089.731758774
Egypt,Aswan,123640,15476.454,36429.333,97871.753,12606.134,28735.745,79010.16
Morocco,Nador,138538,0,3839.437359082,7698.384000904,0,2984.956359082,5980.977000904
Poland,Warsaw,146395,0,0,145980.165558997,0,0,104695.782558997
Turkey,Dalaman Airport,95449,13435.754721023,51181.853019807,219947.518698333,11967.364721023,45428.541019807,196130.729698333
Ghana,Accra,123518,19953.651,59856.175,306826.674,18914.991,49396.181,245567.743
Gambia,Banjul,114700,1940.714492165,15583.007219736,59649.023812323,1554.480492165,12159.258219736,46627.997812323
Germany,Hamburg,125035,0,0,0,0,0,0
Cape Verde,Rabil,123639,1206.66,46876.44,171874.617,930.93,35129.254,130737.363
Spain DP,Sevilla,125048,5903.816012706,1586.183003213,0,4848.583012706,1080.911003213,0
Singapore,Singapore - Changi,122571,205243.2,1277586.634,2958377.729,172180.042,1048917.067,2455020.367
Great Britain,Jersey,125414,11623.159314042,89252.474971409,222385.560953451,10988.131314042,78513.673971409,197689.077953451
Guadalupe,Pointe-a-Pitre,122766,162804.480861283,380995.125717178,920486.938076007,155601.706861283,341931.923717178,839124.009076007
France,Bordeaux,123635,37543.449914974,94987.309512581,280000.509131443,33740.693914974,84549.899512581,251769.661131443
Poland,Bydgoszcz,144362,0,30.013733501,150756.570744128,0,23.666733501,126017.942744128
Vietnam,Ho Chi Minh,122665,31298.238,652942.889,2504858.895,26587.798,545604.926,2104152.043
Sweden,Umea,122954,56.290800359,1713.818545503,4127.959168648,52.810800359,1488.053545503,3593.491168648
Georgia,Kutaisi,121429,0,2967.851090959,39835.968490979,0,2465.847090959,33614.392490979
Italy,Naples,139711,0,302.198693599,0,0,-3035.988306401,0
Saudi Arabia,Jeddah,142306,0,0,5449376.2846654,0,0,4828580.9626654
Tunisia,Tunis,142119,0,317413.655406289,6368680.51831427,0,270367.502406289,5404988.73631427
United Arab Emirates,Abu Dhabi,123517,0,0,33038.47271044,0,0,28967.46771044
Ghana,Accra,114699,27966.186,56275.462,47665.06,25366.924,44008.685,37410.412
Morocco,Ouarzazate,125840,0,1004.16561124,134181.124907903,0,622.17561124,109534.894907903
China,Hangzhou Xiaoshan,113952,0,-1.01,0,0,-17.567,0
Australia,Brisbane,86807,2684.969833295,15611.258840426,34563.387320047,2423.561833295,13306.671840426,31624.298320047
Vietnam,Cam Ranh,98692,13077.9,73603.137,309027.054,11355.5,63003.667,265340.259
United Arab Emirates,Dubai,138525,0,87515.017,0,0,76056.095,0
Dominican Republic,Santiago Cibao,91755,32652.42,73883.461,0,29990.527,60226.397,0
Dominican Republic,Santiago Cibao,109139,0,0,3324.465,0,0,2814.409
Poland,Gdansk,125817,85116.586296199,23633.690710636,10390.819326519,75447.247296199,19505.196710636,8756.474326519
Russia,Kazan,121964,0,5.03297946,0,0,3.50997946,0
Poland,Lublin,125053,184129.779992948,16517.453906231,0,169527.983992948,14462.050906231,0
Taiwan,Kaohsiung,102885,7834.034,0,0,5413.772,0,0
Canary Islands,Gran Canaria,125089,510420.034708679,0,0,479665.587708679,0,0
Vietnam,Hanoi,113755,8841.36,0,0,7539.99,0,0
Cape Verde,Praia,139319,0,0,1910.574,0,0,1446.349
Greece,Kos,120908,17547.671607536,10849.042707824,803.778407354,15960.974607536,9014.173707824,667.890407354
Turkey,Trabzon Airport,96532,1076.727850384,952.670440449,1901.150910818,860.993850384,753.964440449,1493.176910818
Iraq,Basrah,137314,0,0,342.827,0,0,276.695
China,Chongqing Jiangbei,124463,0,0,733.228,0,0,583.47
Ghana,Accra,114700,13235.587,8875.52,0,12546.626,6774.306,0
Poland,Elblag,124253,0,0,8605.629324202,0,0,7488.446324202
China,Dalian Zhoushuizi,121385,0,0,0,0,0,0
China,Shenyang Taoxian,114874,0,0,0,0,0,0
Italy,Verona,125826,0,325.239853104,0,0,0.9588531038,0
India,Mangalore,98258,2220.382,5609.017,0,1964.892,4907.303,0
Switzerland,Zurich,114482,0,0,0,0,0,0
China,Wuxi Shuofang,144126,0,0,6512.624,0,0,5184.415
China,Kunming Wujiaba,105458,0,190.037,3.806,0,153.732,3.077
Brazil,Recife,144768,0,0,3286.509,0,0,2420.936
Spain,Gerona,125051,5090.532889894,3202.301199319,0,4740.833889894,2751.800199319,0
South Korea,Seoul,147067,0,0,21023.215,0,0,14699.195
Turkey,Bodrum Airport,41979,3742.171671132,7775.222563802,0,3196.771671132,6677.536563802,0
Dominican Republic,Punta Cana - Higuey,106600,0,34299.44,0,0,28128.103,0
Israel,Ramon,123369,1058.56,19866.288,3802.296,947.212,17544.141,3367.173
Ukraine,Zaporizhya,122627,613.825137407,0,0,438.843137407,0,0
Saudi Arabia,RIYADH,142109,0,0,577040.723497726,0,0,498601.429497726
China,Jinan Xiaoqiang,121384,0,0,0,0,0,0
Maldives,Male,122897,0,-1206.126,45816.64,0,-12085.409,40109.019
Panama,Panama Tocumen,139319,0,0,495.047,0,0,323.556
Morocco,Ouarzazate,138538,0,500.009386861,981.710833157,0,391.466386861,784.975833157
China,Wuhan Tianhe,105691,0,7.377,0,0,-19.746,0
Mexico,Acapulco,91755,267.718,1875.894,0,216.823,1549.159,0
Caribbean Other,Antigua,125840,0,439.403,5822.131,0,339.938,4405.524
Turkey,Kutahya Airport,125709,0,42.106006838,88.819884225,0,36.161006838,76.269884225
Turkey,Denizli Cardak Airport,137664,0,0,0,0,0,0
Saudi Arabia,Jeddah,113646,128869.07281313,686091.554018117,0,114964.59281313,607184.370018117,0
Spain,Vigo,125681,0,0,1418.998284669,0,0,1231.832284669
China,Guangzhou Baiyun,105619,-21.374,0,0,-362.994,0,0
China,Shandong,119255,0,0,238.019,0,0,215.34
Brazil,Brasilia,122806,0,0,97.936,0,0,71.41
Switzerland,Zurich,106559,10628.384968128,0,0,9460.896968128,0,0
India,Amritsar,114978,0,0,0,0,0,0
China,Weihai Dashuibo,105689,0,0.347,0,0,0.238,0
China,Xian Xianyang,109527,0,4.445,0,0,3.453,0
Denmark,Faroe Islands,121193,3716.496470218,0,0,3368.536470218,0,0
Greece,Ioannina,120925,0,12.277542882,0,0,8.890542882,0
Greece,Kavala,120922,691.388602449,0,0,586.853602449,0,0
Germany,Erfurt,124245,0,0,0,0,0,0
China,Wuhan Tianhe,114874,0,0,0,0,0,0
Japan,Hiroshima,121997,0,0,0,0,0,0
China,Yantai Penglai,105694,0,199.727,0,0,149.385,0
Brazil,Belo Horizonte,122883,0,2.319,0,0,1.813,0
China,Chongqing Jiangbei,105442,0,15.121,0,0,11.146,0
Peru,Lima,91644,0,0,0,0,0,0
Iraq,Baghdad,113846,39240,0,0,34020.6,0,0
Italy,Treviso,122501,0,0,0,0,0,0
Canary Islands,Gran Canaria,,0,0,0,0,0,0
Turkey,Hatay Airport,124776,0,0,0,0,0,0
China,Xiamen Gaoqi,,0,0,-2083,0,0,-2083
Lebanon,Beirut - Rafik Hariri,121052,0,-226.28,0,0,-1287.556,0
Latvia,Riga,,0,0,-9390.904827251,0,0,-9390.904827251
Turkey,Gaziantep Airport,120741,7736.237593748,57344.318501825,52441.985926275,6462.705593748,48430.372501825,43476.292926275
Spain DP,Madrid Barajas,122496,280235.829972427,904868.886836287,2604129.55636649,241086.848972427,630978.380836288,1896310.89136649
Italy,Bergamo,125684,0,10683.711585246,202132.860878174,0,7366.146585246,166185.818878174
Taiwan,Taipei - Taoyuan,95586,197156.214,2902344.923,8299103.307,155287.122,2195854.892,6049378.212
Turkey,Istanbul Airport,125714,0,15137.14346623,812796.942515482,0,12382.26046623,679938.218515482
Egypt,Cairo,87589,1275850.333,2473738.888,6902745.892,1103049.55,2095315.362,5924985.293
Russia,Astrakhan,122527,768.418544695,3218.374431192,9598.778986829,538.138544695,2297.061431192,7736.618986829
Maldives,Male,98261,85770.484,259411.204,885190.681,75088.828,223781.029,762472.02
Italy,Verona,122498,42709.986240339,105046.846033106,341186.812325232,39997.636240339,89095.648033106,290679.965325232
India,Goa,123645,345.602,10131.059,2338.923,285.002,8492.052,1971.582
China,Shenyang Taoxian,105626,0,7533.287,111297.32,0,5866.631,85308.236
Brazil,Sao Paulo - Guarulhos,125348,86443.467,70461.6,0,74470.161,49930.309,0
Morocco,Casablanca,123493,861.631227659,127763.722012645,320938.728109437,739.845227659,106233.998012645,268818.774109437
Argentina,Buenos Aires Aeroparque,147841,0,0,1332.507,0,0,1008.411
United Arab Emirates,Sharjah,139004,0,93168.61,254861.783,0,82051.096,225314.147
Ireland,Dublin,122790,260430.316678063,1097221.94941648,4584747.94582929,232106.376678063,968979.248416481,4052358.13082929
Turkey,Bodrum Airport,122611,0,6285.64127383,69702.881303222,0,5097.46227383,59242.219303222
Turkey,Izmir Airport,57488,29987.362076163,100483.114178291,82938.175127237,25611.972076163,84415.225178291,71490.017127237
Bahrain,Manama,122948,218177.238,722649.205,3052900.85,193728.174,634175.167,2705979.855
Germany,Frankfurt,122214,0,59.507474133,46.453254187,0,44.214474133,39.257254187
Egypt,Sharm El Sheikh,142297,0,0,39492.154,0,0,34165.775
Turkey,Antalya Airport,98006,488483.384158708,961223.011699351,613611.730201109,442458.596158708,804784.313699351,520999.546201109
Switzerland,Basel,125561,0,325839.845496402,1236948.0070248,0,288407.535496402,1093357.5840248
Turkey,Ankara Airport,87049,15926.142331053,34336.801414795,3877.927245089,12435.582331053,26521.319414795,3047.374245089
Tunisia,Sfax,100605,20463.625202745,63831.765923645,42834.035047891,17325.023202745,53116.519923645,36526.440047891
France,Bordeaux,122765,41620.40943063,129420.429530072,270865.620699712,38046.36343063,116705.201530072,246349.897699712
Russia,Moscow - Domodedovo,122532,0,0,7199.473464656,0,0,4571.400464656
Sri Lanka,Colombo,123409,108122.701,92128.729,428471.045,104495.035,80164.012,372620.252
Egypt,Marsa Aalam,138525,0,5978.677,23488.164,0,5159.311,20362.053
Japan,Tokyo - Haneda,121990,0,229707.230291363,0,0,198150.347291363,0
Lebanon,Beirut - Rafik Hariri,122939,0,116906.015,1173820.415,0,86674.914,920269.772
Ecuador,Quito,144768,0,0,42279.462,0,0,34470.87
Spain DP,Granada,125679,0,2202.932668687,37261.529963025,0,1562.386668687,27214.409963025
Oman,Muscat,90560,71792.01,257277.472,193037.02,65018.688,230990.001,175093.065
Brazil,Sao Paulo - Guarulhos,99962,2320.314,17347.385,0,1629.989,12497.817,0
Switzerland,Geneva,124416,27428.251397477,62483.389453668,101069.982650116,24031.277397477,53493.428453668,87314.218650116
Spain DP,Barcelona,125048,15293.82709624,2469.251109471,0,12571.91809624,1681.904109471,0
Brazil,Viracopos,139322,0,399.127,2812.781,0,316.81,2296.042
Japan,Chitose,121991,0,19500.958437855,0,0,16775.853437855,0
China,Yingsheng,110715,0,0,73177.15,0,0,61078.71
Norway,Stavanger,141137,18.059067918,47836.738208879,709726.569831607,16.319067918,36467.811208879,629839.057831607
Germany,Nuernberg,122367,20681.436746284,0,14230.214889091,18287.470746284,0,12514.807889091
China,Changsha Huanghua,105625,0,552.629,12727.642,0,307.375,8503.731
Brazil,Rio de Janeiro,104519,8789.495,53891.517,0,7891.759,41912.427,0
Kyrgyzstan,Manas,137056,0,0,2200.263498319,0,0,1589.423498319
Japan,Chitose,114603,98.380729347,12984.985940739,25459.214353131,87.942729347,11413.206940739,22019.768353131
Panama,Panama Tocumen,125087,0,2152.06,51213.463,0,1769.415,42485.718
Mexico,Queretaro,114397,1498.452,3798.357,1120.269,1271.748,3143.385,915.336
China,Beijing,119257,0,-195.681,0,0,-391.288,0
Togo,Togo,114699,7297.862,0,4436.333,6045.708,0,3627.573
Turkey,Denizli Cardak Airport,125709,0,2.850462114,5.753602326,0,2.207462114,4.518602326
Mexico,Acapulco,139322,0,107.727,95.239,0,89.051,80.457
France,Beauvais,122776,12977.21400488,51825.404535561,128965.207194104,12230.84100488,45534.156535561,114603.746194104
Portugal,Faro Airport,125789,12292.363864223,34473.282118795,8595.364140544,10950.073864223,30554.947118795,7657.454140544
Turkey,Antalya Airport,122202,76902.9890079,89210.643474307,22424.545259126,73719.1550079,75038.802474307,19139.834259126
