DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
China,Hefei Xinqiao,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Mexico,Guadalajara,Regular,Full Flavor,STD,KS,18,34,52.941176000000
Tunisia,Jerba,Regular,Full Flavor,SSL,KS,1,63,1.587302000000
Portugal,Porto,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
Switzerland,Geneva,Regular,Full Flavor,STD,100,1,64,1.562500000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,STD,100,1,49,2.040816000000
Norway,Bergen,Regular,Full Flavor,STD,KS,14,18,77.777778000000
China,Taiyuan Wusu,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Great Britain,Manchester,Regular,Full Flavor,STD,KS,16,30,53.333333000000
Spain,Reus,Regular,Full Flavor,STD,KS,18,28,64.285714000000
Ghana,Accra,Regular,Lights,STD,100,1,37,2.702703000000
Chile,Santiago Arturo Merino Benitez,Menthol,Full Flavor,SSL,100,1,22,4.545455000000
China,Xian Xianyang,Regular,Lights,STD,KS,2,73,2.739726000000
Serbia,Belgrade,Regular,Full Flavor,SSL,100,9,30,30.000000000000
South Korea,Muan,NTD Caps,Full Flavor,STD,KS,7,51,13.725490000000
China,Shanghai Hongqiao,NTD Caps,Full Flavor,STD,KS,1,71,1.408451000000
China,Shanghai Hongqiao,NTD Caps,Full Flavor,SSL,100,1,71,1.408451000000
Great Britain,London Stansted,Regular,Lights,STD,100,1,30,3.333333000000
China,Dalian Zhoushuizi,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Greece,Kavala,Regular,Full Flavor,STD,100,1,17,5.882353000000
China,Changsha Huanghua,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Greece,Aktio,Regular,Lights,STD,100,1,26,3.846154000000
France DP,Nantes,Regular,Full Flavor,STD,100,1,22,4.545455000000
Italy,Bergamo,Regular,Full Flavor,STD,KS,9,15,60.000000000000
Spain DP,Reus,Regular,Ultralights,STD,KS,1,28,3.571429000000
Spain,Ibiza,Regular,Full Flavor,STD,KS,28,41,68.292683000000
Morocco,Fes,NTD Caps,Full Flavor,SSL,100,1,67,1.492537000000
Morocco,Nador,Regular,Lights,STD,KS,4,33,12.121212000000
Ivory Coast,Abidjan,Regular,Lights,STD,100,1,34,2.941176000000
Great Britain,Leeds Bradford,Regular,Ultralights,STD,KS,1,23,4.347826000000
South Korea,Daegu,NTD Caps,Full Flavor,STD,KS,17,80,21.250000000000
India,Bangalore,Regular,Lights,STD,100,1,49,2.040816000000
China,Hohhot Baita,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
China,Chongqing Jiangbei,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Turkey,Samsun Airport,Regular,Full Flavor,STD,KS,35,70,50.000000000000
Kuwait,Kuwait,NTD Caps,Full Flavor,STD,KS,6,59,10.169492000000
Morocco,Agadir,Regular,Full Flavor,SSL,KS,1,82,1.219512000000
Aruba,Oranjestad,Menthol,Full Flavor,SSL,KS,1,48,2.083333000000
Colombia,Cali,Regular,Full Flavor,SSL,100,2,17,11.764706000000
China,Mudanjiang Hailang,NTD Caps,Full Flavor,SSL,100,1,71,1.408451000000
Ethiopia,Addis Ababa,Menthol,Full Flavor,STD,KS,2,74,2.702703000000
Panama,Panama Tocumen,Menthol,Full Flavor,SSL,100,1,20,5.000000000000
Greece,Thessaloniki,Menthol,Full Flavor,SSL,100,1,36,2.777778000000
Greece,Athens,Regular,Full Flavor,SSL,100,5,39,12.820513000000
Czech Republic,Prague,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Spain,Madrid Barajas,Regular,Lights,STD,100,1,51,1.960784000000
Senegal,Leopold Sedar Senghar,Regular,Full Flavor,STD,100,1,30,3.333333000000
France,Tarbes - Lourdes,Regular,Full Flavor,STD,100,1,9,11.111111000000
Turkey,Konya Airport,Regular,Full Flavor,SSL,100,3,33,9.090909000000
China,Wuhan Tianhe,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Germany,Hannover,Regular,Full Flavor,STD,KS,17,21,80.952381000000
Jordan,Aqaba,Regular,Lights,STD,KS,4,39,10.256410000000
Ivory Coast,Abidjan,Menthol,Full Flavor,STD,KS,1,34,2.941176000000
Brazil,Salvador,Regular,Full Flavor,SSL,100,1,22,4.545455000000
Gambia,Banjul,Regular,Full Flavor,SSL,100,2,15,13.333333000000
Great Britain,London Stansted,Regular,Full Flavor,STD,100,1,30,3.333333000000
China,Shanghai Hongqiao,Regular,Full Flavor,STD,KS,56,71,78.873239000000
Australia,Perth,Regular,Lights,STD,100,1,28,3.571429000000
Nigeria,Lagos,NTD Caps,Full Flavor,STD,KS,1,29,3.448276000000
China,Ningbo Lishe,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,STD,100,6,82,7.317073000000
Cambodia,Sihanoukville,Regular,Full Flavor,SSL,100,5,29,17.241379000000
France,Nice,Regular,Ultralights,STD,KS,1,28,3.571429000000
Morocco,Fes,Menthol,Full Flavor,STD,KS,3,67,4.477612000000
Turkey,Konya Airport,Regular,Full Flavor,STD,KS,22,33,66.666667000000
Morocco,Fes,Regular,Full Flavor,SLI,100,1,67,1.492537000000
Great Britain,Manchester,Regular,Full Flavor,SSL,100,2,30,6.666667000000
China,Nanning Wuxu,Regular,Full Flavor,STD,LONGER THAN KS,1,69,1.449275000000
Jordan,Aqaba,NTD Caps,Full Flavor,STD,KS,2,39,5.128205000000
Kenya,Jomo Kenyatta,Menthol,Full Flavor,SSL,100,3,36,8.333333000000
Turkey,Diyarbakir Airport,Regular,Lights,STD,100,1,82,1.219512000000
France,Paris Charles De Gaulle,Regular,Full Flavor,SSL,100,2,28,7.142857000000
Gabon,Gabon,Regular,Full Flavor,STD,100,2,29,6.896552000000
China,Kunming Wujiaba,Regular,Lights,STD,KS,2,73,2.739726000000
Great Britain,London Stansted,Regular,Full Flavor,SSL,100,2,30,6.666667000000
Switzerland,Geneva,Regular,Lights,STD,100,2,64,3.125000000000
Turkey,Adana Airport,NTD Caps,Full Flavor,STD,KS,1,33,3.030303000000
Tunisia,Monastir,Regular,Lights,SSL,100,1,65,1.538462000000
Canary Islands,Tenerife,NTD Caps,Full Flavor,STD,KS,1,42,2.380952000000
Turkey,Bodrum Airport,Menthol,Full Flavor,SSL,100,2,98,2.040816000000
Georgia,Batumi,Regular,Full Flavor,STD,100,1,13,7.692308000000
Turkey,Antalya Airport,Regular,Full Flavor,SLI,KS,1,104,0.961538000000
Spain,Valencia,Regular,Full Flavor,SSL,100,4,42,9.523810000000
Trinidad and Tobago,Piarco,NTD Caps,Full Flavor,STD,KS,1,5,20.000000000000
Sri Lanka,Colombo,Regular,Full Flavor,SSL,100,3,40,7.500000000000
Albania,Tirana,Menthol Caps,Full Flavor,STD,KS,1,81,1.234568000000
Spain,Malaga,Regular,Full Flavor,SSL,100,4,49,8.163265000000
China,Xuzhou Guanyin,Regular,Lights,STD,KS,1,70,1.428571000000
Morocco,Essaouira,Regular,Full Flavor,SSL,100,3,46,6.521739000000
Dominican Republic,Puerto Plata,Regular,Lights,STD,KS,1,27,3.703704000000
Great Britain,Glasgow,Regular,Full Flavor,SSL,100,2,30,6.666667000000
Jordan,Aqaba,Regular,Full Flavor,SSL,KS,1,39,2.564103000000
Turkey,Kayseri Airport,Regular,Full Flavor,SSL,100,7,47,14.893617000000
Jordan,Amman,Regular,Full Flavor,SLI,KS,1,69,1.449275000000
Cambodia,Sihanoukville,NTD Caps,Full Flavor,STD,KS,2,29,6.896552000000
Mexico,Cozumel,NTD Caps,Full Flavor,STD,KS,3,29,10.344828000000
United Arab Emirates,Abu Dhabi,Regular,Lights,STD,KS,7,55,12.727273000000
Norway,Stavanger,Regular,Full Flavor,STD,KS,14,18,77.777778000000
Great Britain,London Luton,Menthol,Full Flavor,STD,100,1,22,4.545455000000
China,Changsha Huanghua,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
China,Hohhot Baita,Regular,Lights,STD,KS,2,73,2.739726000000
United Arab Emirates,Dubai,NTD Caps,Full Flavor,SSL,100,5,109,4.587156000000
China,Shenyang Taoxian,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Kyrgyzstan,Manas,Regular,Full Flavor,STD,LONGER THAN KS,1,56,1.785714000000
France,Marseille,Regular,Full Flavor,STD,100,1,27,3.703704000000
Brazil,Salvador,NTD Caps,Full Flavor,STD,KS,5,22,22.727273000000
Italy,Bergamo,Regular,Full Flavor,SLI,100,2,15,13.333333000000
Tunisia,Monastir,Regular,Full Flavor,STD,KS,28,65,43.076923000000
Turkey,Gaziantep Airport,Menthol,Full Flavor,SLI,KS,1,71,1.408451000000
Mexico,Cancun,NTD Caps,Full Flavor,STD,KS,9,60,15.000000000000
Mexico,Cozumel,Regular,Full Flavor,SSL,100,3,29,10.344828000000
Egypt,Cairo,Regular,Lights,STD,KS,3,23,13.043478000000
Spain,Valencia,Regular,Lights,STD,100,1,42,2.380952000000
China,Hohhot Baita,Regular,Full Flavor,STD,100,2,73,2.739726000000
China,Yantai Penglai,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Great Britain,London Gatwick,Regular,Lights,STD,KS,6,31,19.354839000000
Spain,Malaga,NTD Caps,Full Flavor,STD,KS,1,49,2.040816000000
Cape Verde,Rabil,Regular,Full Flavor,STD,KS,9,15,60.000000000000
China,Hefei Xinqiao,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Great Britain,London City,Regular,Full Flavor,STD,100,1,17,5.882353000000
Great Britain,Glasgow,Regular,Full Flavor,STD,100,1,30,3.333333000000
Hong Kong,Hong Kong,Regular,Lights,STD,KS,1,42,2.380952000000
Morocco,Agadir,Regular,Lights,STD,KS,6,82,7.317073000000
Great Britain,Glasgow,Regular,Full Flavor,STD,KS,16,30,53.333333000000
Saudi Arabia,DAMMAM,Menthol,Full Flavor,SSL,100,1,37,2.702703000000
Serbia,Nis,Regular,Full Flavor,STD,100,2,19,10.526316000000
Egypt,Cairo,Regular,Full Flavor,STD,KS,14,23,60.869565000000
Austria,Graz,Regular,Lights,STD,KS,2,12,16.666667000000
China,Hefei Xinqiao,Regular,Full Flavor,STD,100,2,73,2.739726000000
Turkey,Cukurova Airport,Regular,Full Flavor,SLI,KS,1,65,1.538462000000
Turkey,Ankara Airport,NTD Caps,Full Flavor,SSL,100,1,87,1.149425000000
Spain DP,Bilbao,Regular,Lights,STD,KS,4,23,17.391304000000
Morocco,Ouarzazate,NTD Caps,Full Flavor,SSL,100,1,46,2.173913000000
China,Harbin Taiping,Menthol,Full Flavor,STD,LONGER THAN KS,1,70,1.428571000000
South Korea,Yangyang,Regular,Full Flavor,SSL,100,9,43,20.930233000000
Russia,Volgograd,Regular,Full Flavor,STD,KS,11,18,61.111111000000
Spain DP,Santiago De Compostela,Regular,Full Flavor,STD,KS,15,23,65.217391000000
Cambodia,Phnom Penh,Regular,Full Flavor,SSL,100,8,74,10.810811000000
China,Hohhot Baita,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Italy,Florence,Regular,Lights,STD,KS,3,14,21.428571000000
Spain DP,Barcelona,NTD Caps,Full Flavor,STD,KS,1,50,2.000000000000
France DP,Marseille,Menthol,Full Flavor,STD,100,1,25,4.000000000000
Sri Lanka,Colombo,Regular,Full Flavor,STD,100,1,40,2.500000000000
Turkey,Izmir Airport,NTD Caps,Full Flavor,SSL,100,2,103,1.941748000000
Turkey,Eskisehir Airport,Regular,Full Flavor,STD,100,2,26,7.692308000000
China,Sanya Fenghuang,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Greece,Kos,Menthol,Full Flavor,SSL,100,1,29,3.448276000000
China,Hefei Xinqiao,Regular,Lights,STD,KS,2,73,2.739726000000
France,Bordeaux,Regular,Full Flavor,STD,KS,10,17,58.823529000000
Greece,Samos,Regular,Full Flavor,STD,KS,9,14,64.285714000000
China,Mudanjiang Hailang,Regular,Full Flavor,STD,LONGER THAN KS,1,71,1.408451000000
Lithuania,Vilnius,Regular,Lights,STD,KS,3,6,50.000000000000
Malaysia,Kuala Lumpur,Regular,Lights,STD,KS,2,25,8.000000000000
China,Nanchang Changbei,Regular,Full Flavor,STD,100,2,73,2.739726000000
Dominican Republic,Santiago Cibao,Menthol,Full Flavor,STD,KS,1,9,11.111111000000
Japan,Fukuoka,NTD Caps,Full Flavor,STD,KS,7,86,8.139535000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,SSL,100,11,82,13.414634000000
South Korea,Yangyang,Menthol Caps,Full Flavor,STD,KS,1,43,2.325581000000
Aruba,Oranjestad,NTD Caps,Full Flavor,SSL,100,1,48,2.083333000000
Italy,Venice,Regular,Full Flavor,SLI,100,1,19,5.263158000000
Turkey,Ankara Airport,Menthol Caps,Full Flavor,STD,KS,2,87,2.298851000000
Spain DP,Barcelona,Menthol,Full Flavor,STD,KS,2,50,4.000000000000
Dominican Republic,Punta Cana - Higuey,Menthol,Full Flavor,STD,100,2,66,3.030303000000
Great Britain,London Heathrow,NTD Caps,Full Flavor,STD,KS,1,31,3.225806000000
Uzbekistan,Tashkent,NTD Caps,Full Flavor,STD,KS,1,4,25.000000000000
France,Nice,Regular,Full Flavor,STD,KS,17,28,60.714286000000
France,Paris Charles De Gaulle,Regular,Full Flavor,STD,KS,18,28,64.285714000000
Brazil,Sao Paulo - Guarulhos,Regular,Full Flavor,SSL,100,3,39,7.692308000000
Morocco,Casablanca,Regular,Full Flavor,SSL,100,6,88,6.818182000000
France,Nantes,Menthol,Full Flavor,STD,100,1,22,4.545455000000
China,Changchun Longjia,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,SSL,100,1,42,2.380952000000
Malaysia,Johor Bahru,NTD Caps,Full Flavor,STD,KS,2,13,15.384615000000
Morocco,Casablanca,Menthol,Full Flavor,STD,100,1,88,1.136364000000
China,Yinchuan Hedong,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Great Britain,Birmingham,Regular,Lights,STD,100,1,32,3.125000000000
China,Changsha Huanghua,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
China,Wenzhou Longwan,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Spain,Barcelona,Regular,Full Flavor,SSL,100,4,50,8.000000000000
Cape Verde,Rabil,Regular,Full Flavor,SSL,100,1,15,6.666667000000
Spain DP,Malaga,Regular,Full Flavor,STD,KS,31,49,63.265306000000
Morocco,Agadir,Regular,Full Flavor,STD,KS,41,82,50.000000000000
Tunisia,Sfax,Regular,Full Flavor,SSL,100,2,13,15.384615000000
Saudi Arabia,RIYADH,NTD Caps,Full Flavor,STD,KS,2,41,4.878049000000
France DP,Chambery,Regular,Full Flavor,STD,KS,4,6,66.666667000000
Spain,Valencia,Menthol,Full Flavor,STD,KS,1,42,2.380952000000
Tanzania,Dar Es Salaam,NTD Caps,Full Flavor,STD,KS,1,26,3.846154000000
Japan,Miyazaki,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Mexico,Puerto Vallarta,Regular,Lights,STD,KS,4,40,10.000000000000
China,Hangzhou Xiaoshan,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
South Korea,Incheon,Regular,Lights,SSL,100,1,94,1.063830000000
South Korea,Cheongju,Menthol,Full Flavor,SSL,100,1,78,1.282051000000
India,Bangalore,Regular,Full Flavor,STD,100,2,49,4.081633000000
Morocco,Al Hoceima,Regular,Full Flavor,STD,KS,28,45,62.222222000000
China,Zhengzhou Xinzheng,Regular,Lights,STD,KS,2,73,2.739726000000
Belgium,Charleroi,NTD Caps,Full Flavor,STD,KS,1,15,6.666667000000
Greece,Athens,Regular,Full Flavor,STD,100,1,39,2.564103000000
Great Britain,Leeds Bradford,NTD Caps,Full Flavor,STD,KS,1,23,4.347826000000
Bahrain,Manama,NTD Caps,Full Flavor,STD,KS,4,56,7.142857000000
Japan,Chubu,Regular,Lights,SSL,100,1,106,0.943396000000
South Korea,Muan,Menthol,Full Flavor,SSL,100,1,51,1.960784000000
Spain DP,Vigo,Regular,Full Flavor,STD,KS,5,8,62.500000000000
China,Xiamen Gaoqi,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Spain,Madrid Barajas,Regular,Ultralights,STD,KS,1,51,1.960784000000
Canary Islands,Tenerife,Regular,Full Flavor,SSL,100,2,42,4.761905000000
China,Xuzhou Guanyin,Regular,Full Flavor,SSL,100,4,70,5.714286000000
China,Zhengzhou Xinzheng,Regular,Full Flavor,SSL,100,4,73,5.479452000000
France,Nantes,Regular,Lights,STD,100,2,22,9.090909000000
Russia,St. Petersburg Pulkovo,Regular,Full Flavor,SSL,100,1,17,5.882353000000
Gabon,Gabon,Regular,Full Flavor,SSL,100,3,29,10.344828000000
South Korea,Muan,Regular,Full Flavor,SSL,100,12,51,23.529412000000
Spain,Gerona,Regular,Ultralights,STD,KS,1,41,2.439024000000
France,Paris Charles De Gaulle,Regular,Lights,STD,100,2,28,7.142857000000
Cape Verde,Espargos,NTD Caps,Full Flavor,SSL,100,1,39,2.564103000000
South Africa,Cape Town,Menthol,Full Flavor,STD,KS,1,17,5.882353000000
Russia,Krasnoyarsk,Regular,Lights,STD,KS,1,19,5.263158000000
Bulgaria,Sofia,Regular,Full Flavor,SSL,100,9,32,28.125000000000
Spain,Alicante,NTD Caps,Full Flavor,STD,KS,1,46,2.173913000000
France DP,Lyon Saint Exupery,Regular,Lights,STD,KS,4,28,14.285714000000
China,Yancheng Nanyang,Regular,Full Flavor,STD,LONGER THAN KS,1,52,1.923077000000
Peru,Lima,Regular,Lights,STD,KS,4,56,7.142857000000
Italy,Bologna,Regular,Full Flavor,STD,KS,1,3,33.333333000000
Morocco,Oujda,Regular,Full Flavor,SLI,100,1,63,1.587302000000
Hong Kong,Hong Kong,Regular,Full Flavor,STD,100,3,42,7.142857000000
South Korea,Incheon,Menthol,Full Flavor,STD,KS,3,94,3.191489000000
Japan,Tokyo - Narita,Regular,Full Flavor,STD,100,1,88,1.136364000000
Germany,Cologne,Regular,Full Flavor,SSL,100,1,19,5.263158000000
Greece,Heraklion Airport,Regular,Full Flavor,STD,100,1,33,3.030303000000
China,Wuxi Shuofang,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
China,Chengdu Tianfu,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Canary Islands,Tenerife,Regular,Lights,STD,100,1,42,2.380952000000
Italy,Bologna,Regular,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Manchester,Regular,Lights,STD,KS,6,30,20.000000000000
Great Britain,Glasgow Prestwick,Regular,Lights,STD,KS,1,16,6.250000000000
France,Nice,Regular,Full Flavor,STD,100,1,28,3.571429000000
Senegal,Leopold Sedar Senghar,Menthol,Full Flavor,SSL,100,1,30,3.333333000000
Gabon,Gabon,Regular,Lights,STD,KS,5,29,17.241379000000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,SLI,100,1,55,1.818182000000
Ecuador,Quito,Menthol,Full Flavor,STD,KS,2,19,10.526316000000
China,Taiyuan Wusu,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Latvia,Riga,Regular,Full Flavor,STD,KS,2,6,33.333333000000
Mexico,Puerto Vallarta,NTD Caps,Full Flavor,STD,KS,3,40,7.500000000000
Morocco,Essaouira,Regular,Full Flavor,STD,KS,29,46,63.043478000000
Spain DP,Bilbao,Regular,Full Flavor,STD,KS,15,23,65.217391000000
China,Sanya Fenghuang,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
France DP,Bordeaux,Regular,Lights,STD,100,1,17,5.882353000000
Russia,Moscow - Vnukovo,Regular,Lights,STD,100,1,18,5.555556000000
China,Fuzhou Changle,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Martinique,Fort-de-France,Regular,Full Flavor,STD,KS,15,19,78.947368000000
Italy,Verona,Regular,Full Flavor,SLI,100,1,10,10.000000000000
Spain,Santiago De Compostela,Regular,Full Flavor,STD,KS,15,23,65.217391000000
Cambodia,Phnom Penh,Regular,Full Flavor,STD,KS,48,74,64.864865000000
Morocco,Oujda,Regular,Lights,STD,KS,5,63,7.936508000000
Lithuania,Kaunas,Regular,Lights,STD,100,1,6,16.666667000000
China,Wuxi Shuofang,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Cambodia,Phnom Penh,NTD Caps,Full Flavor,SSL,KS,1,74,1.351351000000
South Korea,Incheon,Regular,Full Flavor,SLI,100,1,94,1.063830000000
Greece,Skiathos,Regular,Full Flavor,STD,100,1,16,6.250000000000
China,Nanchang Changbei,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Kenya,Jomo Kenyatta,Regular,Ultralights,STD,KS,1,36,2.777778000000
Norway,Oslo,Regular,Lights,STD,KS,1,18,5.555556000000
Japan,Chubu,Regular,Lights,STD,KS,2,106,1.886792000000
China,Qingdao Liuting,Regular,Full Flavor,STD,100,2,73,2.739726000000
Russia,Moscow - Sheremetyevo,Regular,Lights,STD,KS,5,22,22.727273000000
Norway,Bergen,Regular,Full Flavor,SSL,KS,1,18,5.555556000000
Japan,Osaka - Kansai,Regular,Full Flavor,STD,100,2,145,1.379310000000
Greece,Thessaloniki,NTD Caps,Full Flavor,STD,KS,1,36,2.777778000000
Japan,Oita,Regular,Full Flavor,STD,KS,1,1,100.000000000000
Italy,Milan - Linate,Regular,Full Flavor,STD,KS,8,12,66.666667000000
Spain,Palma De Mallorca,NTD Caps,Full Flavor,STD,KS,1,48,2.083333000000
Brazil,Sao Paulo - Guarulhos,Menthol,Full Flavor,SSL,100,2,39,5.128205000000
Jordan,Amman,Regular,Lights,STD,LONGER THAN KS,1,69,1.449275000000
Turkey,Ankara Airport,Regular,Full Flavor,STD,LONGER THAN KS,2,87,2.298851000000
Panama,Panama Tocumen,Regular,Full Flavor,STD,KS,10,20,50.000000000000
Kazakhstan,Almaty,Regular,Lights,STD,KS,2,4,50.000000000000
Great Britain,Edinburgh,Regular,Full Flavor,STD,100,1,30,3.333333000000
Spain DP,Alicante,Menthol,Full Flavor,STD,KS,2,46,4.347826000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,SSL,KS,1,49,2.040816000000
France,Bordeaux,Regular,Full Flavor,STD,100,1,17,5.882353000000
Aruba,Oranjestad,Regular,Lights,STD,KS,5,48,10.416667000000
Bulgaria,Sofia,Menthol,Full Flavor,SSL,100,1,32,3.125000000000
Italy,Genoa,Regular,Full Flavor,STD,KS,1,2,50.000000000000
Greece,Santorini,Regular,Full Flavor,SSL,100,4,29,13.793103000000
Greece,Mitilini,Regular,Lights,STD,100,1,15,6.666667000000
China,Wuhan Tianhe,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Kosovo,PRISTINA,NTD Caps,Full Flavor,SSL,100,1,39,2.564103000000
Poland,Krakow Balice,Regular,Full Flavor,STD,100,1,16,6.250000000000
Russia,Moscow - Sheremetyevo,Regular,Full Flavor,STD,100,4,22,18.181818000000
Guatemala,Guatemala City,Menthol,Full Flavor,STD,KS,2,19,10.526316000000
Senegal,Leopold Sedar Senghar,Regular,Lights,STD,KS,4,30,13.333333000000
Lithuania,Kaunas,Regular,Full Flavor,STD,KS,2,6,33.333333000000
Greece,Mitilini,Regular,Full Flavor,STD,KS,9,15,60.000000000000
Greece,Thessaloniki,Regular,Full Flavor,STD,KS,21,36,58.333333000000
France DP,Toulouse,Menthol,Full Flavor,STD,100,1,34,2.941176000000
Turkey,Antalya Airport,Regular,Lights,STD,100,2,104,1.923077000000
France DP,Toulouse,Regular,Full Flavor,SLI,100,1,34,2.941176000000
Spain DP,Gerona,Menthol,Full Flavor,STD,KS,2,41,4.878049000000
South Korea,Seoul,Menthol,Full Flavor,SSL,100,1,93,1.075269000000
Poland,Warsaw,Regular,Full Flavor,STD,KS,14,22,63.636364000000
China,Ningbo Lishe,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Switzerland,Basel,Regular,Full Flavor,STD,KS,32,50,64.000000000000
Turkey,Samsun Airport,Menthol,Full Flavor,SSL,100,2,70,2.857143000000
Gabon,Gabon,Regular,Lights,STD,100,1,29,3.448276000000
Jamaica,Montego Bay,Regular,Full Flavor,STD,100,1,61,1.639344000000
Canary Islands,La Palma,NTD Caps,Full Flavor,STD,KS,1,41,2.439024000000
China,Jinan Xiaoqiang,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Spain DP,A Coruna,Regular,Lights,STD,KS,2,7,28.571429000000
India,Bangalore,Regular,Full Flavor,SSL,100,6,49,12.244898000000
Spain,Malaga,Regular,Full Flavor,STD,KS,31,49,63.265306000000
Spain DP,Valencia,NTD Caps,Full Flavor,STD,KS,1,42,2.380952000000
Norway,Oslo,Menthol,Full Flavor,STD,KS,1,18,5.555556000000
Belgium,Charleroi,Regular,Full Flavor,STD,KS,10,15,66.666667000000
Brazil,Sao Paulo - Guarulhos,NTD Caps,Full Flavor,STD,KS,7,39,17.948718000000
Morocco,Nador,Menthol,Full Flavor,SSL,100,1,33,3.030303000000
Uruguay,Montevideo,Regular,Full Flavor,STD,KS,3,3,100.000000000000
Bahrain,Manama,Regular,Full Flavor,STD,100,4,56,7.142857000000
France,Strasbourg,Regular,Lights,STD,KS,1,4,25.000000000000
Great Britain,Southampton,Regular,Full Flavor,STD,KS,15,27,55.555556000000
China,Xiamen Gaoqi,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Mexico,Puerto Vallarta,Regular,Lights,STD,100,1,40,2.500000000000
Nicaragua,Managua,Menthol,Full Flavor,SSL,100,1,7,14.285714000000
South Korea,Seoul,Menthol,Full Flavor,STD,KS,3,93,3.225806000000
